,Report Number,Report Date,Occur Date,Occur Time,Possible Date,Possible Time,Beat,Apartment Office Prefix,Apartment Number,Location,Shift Occurence,Location Type,UCR Literal,IBR Code,Neighborhood,NPU,Latitude,Longitude
11162,91100984,2009-04-20,2009-04-06,0630,2009-04-06,645.0,407.0,,115 U,405 FAIRBURN RD SW,Day Watch,99,LARCENY-NON VEHICLE,2399,Wildwood (NPU-H),H,33.74367,-84.50959
11163,91101202,2009-04-20,2009-04-15,0600,2009-04-20,1452.0,406.0,,,2171 BEECHER RD SW,Evening Watch,20,LARCENY-NON VEHICLE,2399,Beecher Hills,I,33.73169,-84.46011
11164,91101791,2009-04-20,2009-04-19,2000,2009-04-20,1945.0,308.0,,,1251 KIPLING ST SE,Evening Watch,,LARCENY-NON VEHICLE,2399,Thomasville Heights,Z,33.69752,-84.35141
11165,91091144,2009-04-20,2009-04-19,1400,2009-04-19,1545.0,210.0,APT,E,3637 PEACHTREE RD NE,Day Watch,24,LARCENY-NON VEHICLE,2399,Lenox,B,33.85387,-84.35826
11166,91090807,2009-04-20,2009-04-19,0300,2009-04-19,1000.0,210.0,ROOM,527,3377 PEACHTREE RD NE,Day Watch,14,LARCENY-NON VEHICLE,2399,Lenox,B,33.84779,-84.36633
11167,91100445,2009-04-20,2009-04-20,0805,2009-04-20,810.0,101.0,,,408 NORTHSIDE DR SW,Day Watch,13,ROBBERY-PEDESTRIAN,1205,Atlanta University Center,T,33.74326,-84.40823
11168,91100865,2009-04-20,2009-04-20,1224,2009-04-20,1224.0,311.0,,,2909 METROPOLITAN PKWY SW,Day Watch,18,LARCENY-NON VEHICLE,2308,Hammond Park,X,33.6753,-84.40899
11169,91100923,2009-04-20,2009-04-20,1304,2009-04-20,1304.0,113.0,,,2866 MARCO DR NW,Day Watch,13,LARCENY-NON VEHICLE,2308,Lincoln Homes,G,33.79798,-84.47643999999998
11170,91101067,2009-04-20,2009-04-17,1000,2009-04-17,1000.0,507.0,,,100 CENTENNIAL OLYMPIC P DR NW @Z5,Day Watch,99,LARCENY-NON VEHICLE,2308,Downtown,M,33.75711,-84.39503999999998
11171,91101218,2009-04-20,2009-04-20,1430,2009-04-20,1601.0,509.0,,,201 COURTLAND ST NE,Evening Watch,21,LARCENY-NON VEHICLE,2308,Downtown,M,33.75993,-84.38395
11172,91101236,2009-04-20,2009-04-20,1610,2009-04-20,1700.0,107.0,,,5 EVELYN WAY NW,Evening Watch,20,LARCENY-NON VEHICLE,2308,Grove Park,J,33.77247,-84.44315
11173,91101312,2009-04-20,2009-04-20,1600,2009-04-20,1720.0,611.0,,,2888 DAWS AVE SE,Evening Watch,20,LARCENY-NON VEHICLE,2308,East Lake,O,33.74109,-84.29246
11174,91101693,2009-04-20,2009-04-20,1330,2009-04-20,1630.0,502.0,,,1 ARTS CENTER WAY,Evening Watch,35,LARCENY-NON VEHICLE,2308,Midtown,E,33.78894,-84.38619
11175,91101708,2009-04-20,2009-04-16,1700,2009-04-18,1700.0,502.0,,,1 ARTS CENTER WAY NE,Evening Watch,35,LARCENY-NON VEHICLE,2317,Midtown,E,33.78894,-84.38619
11176,91100147,2009-04-20,2009-04-19,2300,2009-04-20,240.0,512.0,,,136 PRYOR ST SW,Morning Watch,13,LARCENY-FROM VEHICLE,2304,Downtown,M,33.75047,-84.39114999999998
11177,91100196,2009-04-20,2009-04-20,0420,2009-04-20,430.0,112.0,,L,306 SKIPPER PL NW,Morning Watch,18,LARCENY-FROM VEHICLE,2304,Collier Heights,I,33.78281,-84.49201999999998
11178,91100259,2009-04-20,2009-04-19,2300,2009-04-20,600.0,113.0,,C-418,2500 CENTER ST NW,Day Watch,26,LARCENY-FROM VEHICLE,2304,Carey Park,G,33.78999,-84.47155999999998
11179,91100277,2009-04-20,2009-04-19,2130,2009-04-20,630.0,108.0,,9E,2125 JOSEPH E BOONE BLVD NW,Day Watch,18,LARCENY-FROM VEHICLE,2304,Center Hill,J,33.76479,-84.45789999999998
11180,91100284,2009-04-20,2009-04-19,1500,2009-04-20,700.0,606.0,,,1043 MEMORIAL DR SE,Morning Watch,35,LARCENY-FROM VEHICLE,2304,Reynoldstown,N,33.74615,-84.35364
11181,91100377,2009-04-20,2009-04-20,0745,2009-04-20,745.0,112.0,,,106 DOGWOOD DR,Day Watch,18,LARCENY-FROM VEHICLE,2304,Collier Heights,I,33.78241,-84.49388999999998
11182,91100383,2009-04-20,2009-04-20,0001,2009-04-20,806.0,607.0,,,719 HAMILTON AVE SE,Day Watch,20,LARCENY-FROM VEHICLE,2304,Boulevard Heights,W,33.7255,-84.36445
11183,91100408,2009-04-20,2009-04-16,1700,2009-04-20,816.0,106.0,,,1120 NORTH AVE NW,Day Watch,23,LARCENY-FROM VEHICLE,2304,Bankhead,K,33.76838,-84.42588
11184,91100493,2009-04-20,2009-04-20,0001,2009-04-20,900.0,507.0,,,PETERS ST SW / TRINITY AVE SW,Day Watch,13,LARCENY-FROM VEHICLE,2304,Castleberry Hill,M,33.74797,-84.40116
11185,91100514,2009-04-20,2009-04-19,2330,2009-04-20,918.0,610.0,,,1936 HALLMAN ST NE,Day Watch,20,LARCENY-FROM VEHICLE,2304,Kirkwood,O,33.75458,-84.32429
11186,91101266,2009-04-20,2009-04-19,2100,2009-04-20,1630.0,212.0,,7301,2124 CHESHIRE BRIDGE RD NE,Evening Watch,31,LARCENY-FROM VEHICLE,2304,Lindridge/Martin Manor,F,33.81307,-84.35424
11187,91101541,2009-04-20,2009-04-16,0900,2009-04-20,2000.0,103.0,,318,2295 MARIETTA RD NW,Evening Watch,20,LARCENY-FROM VEHICLE,2304,Bolton,D,33.81799,-84.46121999999998
11188,91101366,2009-04-20,2009-04-20,1615,2009-04-20,1620.0,102.0,,,225 JAMES P BRAWLEY,Evening Watch,35,LARCENY-NON VEHICLE,2302,Vine City,L,33.76058,-84.41222999999998
11189,91101225,2009-04-20,2009-04-20,0250,2009-04-20,250.0,206.0,,,3223 CAINS HILL PLACE,Evening Watch,11,LARCENY-NON VEHICLE,2301,Buckhead Village,B,33.84008,-84.37231
11190,91100858,2009-04-20,2009-04-20,1240,2009-04-20,1300.0,210.0,,,3393 PEACHTREE RD,Day Watch,8,LARCENY-NON VEHICLE,2303,Lenox,B,33.84676,-84.36212
11191,91100965,2009-04-20,2009-04-20,1230,2009-04-20,1300.0,402.0,,,590 CASCADE AVE SW,Day Watch,12,LARCENY-NON VEHICLE,2303,West End,T,33.73812,-84.43276
11192,91101007,2009-04-20,2009-04-20,1230,2009-04-20,1402.0,309.0,,2,2685 METROPOLITAN PKWY,Evening Watch,99,LARCENY-NON VEHICLE,2303,Perkerson,X,33.68199,-84.40784999999998
11193,91101012,2009-04-20,2009-04-20,1358,2009-04-20,1404.0,511.0,,,12 BROAD ST SW #J,Evening Watch,9,LARCENY-NON VEHICLE,2303,Downtown,M,33.7532,-84.39201
11194,91101082,2009-04-20,2009-04-20,1445,2009-04-20,1500.0,603.0,,,595 PIEDMONT AVE NE,Evening Watch,12,LARCENY-NON VEHICLE,2303,Old Fourth Ward,M,33.77067,-84.38022999999998
11195,91101186,2009-04-20,2009-04-20,1330,2009-04-20,1400.0,602.0,,,1001 PONCE DE LEON AVE NE,Day Watch,12,LARCENY-NON VEHICLE,2303,Poncey-Highland,N,33.7734,-84.35467
11196,91101427,2009-04-20,2009-04-20,1630,2009-04-20,1645.0,210.0,,,3393 PEACHTREE RD NE @LENOX MALL,Evening Watch,8,LARCENY-NON VEHICLE,2303,Lenox,B,33.84676,-84.36212
11197,91101749,2009-04-20,2009-04-20,1915,2009-04-20,1930.0,210.0,,,3393 PEACHTREE RD NE @LENOX MALL,Evening Watch,8,LARCENY-NON VEHICLE,2303,Lenox,B,33.84676,-84.36212
11198,91101861,2009-04-20,2009-04-20,2110,2009-04-20,2111.0,603.0,,,689 BOULEVARD NE,Evening Watch,12,LARCENY-NON VEHICLE,2303,Old Fourth Ward,M,33.77351,-84.37049
11199,91101879,2009-04-20,2009-04-20,2125,2009-04-20,2150.0,613.0,,,1544 PIEDMONT AVE NE,Evening Watch,24,LARCENY-NON VEHICLE,2303,Piedmont Heights,F,33.79789,-84.37101
11200,91101916,2009-04-20,2009-04-20,2200,2009-04-20,2215.0,204.0,,,1801 HOWELL MILL RD NW,Evening Watch,12,LARCENY-NON VEHICLE,2303,Berkeley Park,D,33.80388,-84.41278
11201,91101921,2009-04-20,2009-04-20,2145,2009-04-20,2150.0,102.0,,,825 MARTIN L KING JR DR NW,Evening Watch,12,LARCENY-NON VEHICLE,2303,Vine City,L,33.75478,-84.41388999999998
11202,91100205,2009-04-20,2009-04-20,0420,2009-04-20,430.0,112.0,,F,307 SKIPPER PL NW,Morning Watch,18,LARCENY-FROM VEHICLE,2305,Collier Heights,I,33.7823,-84.49186
11203,91100274,2009-04-20,2009-04-19,2100,2009-04-20,700.0,605.0,,206,173 WOODWARD AVE SE,Day Watch,26,LARCENY-FROM VEHICLE,2305,Capitol Gateway,V,33.74554,-84.38227
11204,91100283,2009-04-20,2009-04-17,1730,2009-04-20,700.0,605.0,,,HANSELL ST SE / BOULEVARD SE,Day Watch,18,LARCENY-FROM VEHICLE,2305,Grant Park,W,33.7398,-84.36816
11205,91100306,2009-04-20,2009-04-19,2330,2009-04-20,729.0,505.0,,803,905 JUNIPER ST NE,Day Watch,18,LARCENY-FROM VEHICLE,2305,Midtown,E,33.77917,-84.38254999999998
11206,91100750,2009-04-20,2009-04-20,0600,2009-04-20,1100.0,110.0,,,730 S ELIZABETH PL NW,Day Watch,7,LARCENY-FROM VEHICLE,2305,Grove Park,J,33.77488,-84.44739
11207,91100842,2009-04-20,2009-04-20,0800,2009-04-20,1200.0,304.0,,,540 PULLIAM ST,Day Watch,18,LARCENY-FROM VEHICLE,2305,Peoplestown,V,33.72891,-84.39199
11208,91100943,2009-04-20,2009-04-20,1220,2009-04-20,1250.0,204.0,,,1750 ELLSWORTH INDUSTRIAL BLVD NW,Day Watch,18,LARCENY-FROM VEHICLE,2305,Underwood Hills,D,33.80323,-84.42711
11209,91100964,2009-04-20,2009-04-20,1215,2009-04-20,1330.0,503.0,,,SPRING ST NW / 8TH ST NW,Day Watch,13,LARCENY-FROM VEHICLE,2305,Midtown,E,33.7795,-84.38881
11210,91101176,2009-04-20,2009-04-19,1900,2009-04-20,745.0,610.0,,,2270 1ST AVE NE,Evening Watch,18,LARCENY-FROM VEHICLE,2305,Kirkwood,O,33.75508,-84.31321
11211,91101285,2009-04-20,2009-04-20,0730,2009-04-20,1615.0,204.0,,3319,1750 COMMERCE DR NW,Evening Watch,18,LARCENY-FROM VEHICLE,2305,Berkeley Park,D,33.80174,-84.41092999999998
11212,91101311,2009-04-20,2009-04-20,0900,2009-04-20,1600.0,212.0,,,1944 PIEDMONT CIR NE,Evening Watch,14,LARCENY-FROM VEHICLE,2305,Piedmont Heights,F,33.81165,-84.36786999999998
11213,91101810,2009-04-20,2009-04-19,2200,2009-04-20,1000.0,505.0,,,5TH ST NE / PEACHTREE ST NE,Morning Watch,13,LARCENY-FROM VEHICLE,2305,Midtown,E,33.77615,-84.38453
11214,91101902,2009-04-20,2009-04-20,2135,2009-04-20,2135.0,604.0,,,464 EDGEWOOD AVE,Evening Watch,18,LARCENY-FROM VEHICLE,2305,Sweet Auburn,M,33.75547,-84.37214
11215,91101987,2009-04-20,2009-04-20,1700,2009-04-20,2330.0,101.0,,,900 PARSONS ST SW,Morning Watch,13,LARCENY-FROM VEHICLE,2305,Atlanta University Center,T,33.75068,-84.41709
11216,91102007,2009-04-20,2009-04-20,2100,2009-04-20,2300.0,211.0,,508,2277 PEACHTREE RD NW,Morning Watch,18,LARCENY-FROM VEHICLE,2305,,E,33.81595,-84.39051
11217,91110140,2009-04-21,2009-04-21,0200,2009-04-21,205.0,305.0,,,1036 HIGH POINT TER SW,Morning Watch,18,LARCENY-FROM VEHICLE,2305,High Point,Y,33.71749,-84.39440999999998
11218,91110359,2009-04-21,2009-04-20,1830,2009-04-21,738.0,610.0,,,57 CLAY ST SE,Morning Watch,20,LARCENY-FROM VEHICLE,2305,Kirkwood,O,33.75182,-84.33069
11219,91110716,2009-04-21,2009-04-21,1109,2009-04-21,1109.0,608.0,,,467 MORELAND AVE NE;,Day Watch,18,LARCENY-FROM VEHICLE,2305,Candler Park,N,33.76693,-84.34859
11220,91110771,2009-04-21,2009-04-20,2215,2009-04-21,800.0,207.0,,,1700 NORTHSIDE DR NW,Day Watch,18,LARCENY-FROM VEHICLE,2305,Berkeley Park,D,33.80077,-84.40869
11221,91110903,2009-04-21,2009-04-21,0900,2009-04-21,1130.0,107.0,,,1890 DONALD LEE HOLLOWELL PKWY,Day Watch,13,LARCENY-FROM VEHICLE,2305,Grove Park,J,33.77462,-84.44884999999998
11222,91111065,2009-04-21,2009-04-21,1145,2009-04-21,1315.0,207.0,,,1874 PEACHTREE RD NW,Evening Watch,18,LARCENY-FROM VEHICLE,2305,Ardmore,E,33.80624,-84.3944
11223,91111239,2009-04-21,2009-04-21,1500,2009-04-21,1520.0,105.0,,,294 JOSEPH E LOWERY BLVD NW,Evening Watch,20,LARCENY-FROM VEHICLE,2305,Washington Park,K,33.76286,-84.41768999999998
11224,91111338,2009-04-21,2009-04-21,1330,2009-04-21,1606.0,609.0,,,195 ARIZONA NE;,Evening Watch,18,LARCENY-FROM VEHICLE,2305,Edgewood,O,33.76021,-84.33126
11225,91111363,2009-04-21,2009-04-21,1100,2009-04-21,1610.0,205.0,,,384 WOODWARD WAY NW @BOBBY JONES GOLF CO,Evening Watch,18,LARCENY-FROM VEHICLE,2305,Peachtree Battle Alliance,C,33.81729,-84.4008
11226,91111541,2009-04-21,2009-04-21,0200,2009-04-21,500.0,112.0,309,309-I,309 SKIPPER DRIVE,Evening Watch,26,LARCENY-FROM VEHICLE,2305,Collier Heights,I,33.78209,-84.49241
11227,91111746,2009-04-21,2009-04-21,0100,2009-04-21,300.0,512.0,,3014,241 FORSYTH ST SW @MAGIC CITY,Evening Watch,3,LARCENY-FROM VEHICLE,2305,Downtown,M,33.74827,-84.39731999999998
11228,91111858,2009-04-21,2009-04-21,1900,2009-04-21,2000.0,502.0,,,10TH ST NE / CHARLES ALLEN DR NE,Evening Watch,13,LARCENY-FROM VEHICLE,2305,Midtown,E,33.78177,-84.37278999999998
11229,91111920,2009-04-21,2009-04-21,1930,2009-04-21,2100.0,601.0,,,ARLINGTON PL NE / BRIARCLIFF PL NE,Evening Watch,13,LARCENY-FROM VEHICLE,2305,Virginia Highland,F,33.7776,-84.35159
11230,91111927,2009-04-21,2009-04-20,1200,2009-04-21,1800.0,210.0,,,3405 LENOX,Evening Watch,18,LARCENY-FROM VEHICLE,2305,Lenox,B,33.848,-84.35947
11231,91111977,2009-04-21,2009-04-21,1930,2009-04-21,2200.0,602.0,,,438 MORELAND AVE NE;,Evening Watch,18,LARCENY-FROM VEHICLE,2305,Inman Park,N,33.76634,-84.34916
11232,91111982,2009-04-21,2009-04-21,0200,2009-04-21,330.0,508.0,,,300 PEACHTREE ST NE,Morning Watch,18,LARCENY-FROM VEHICLE,2305,Downtown,M,33.76293,-84.38714
11233,91112002,2009-04-21,2009-04-21,2100,2009-04-21,2215.0,503.0,,,W PEACHTREE ST NE / PEACHTREE PL NE,Morning Watch,18,LARCENY-FROM VEHICLE,2305,Midtown,E,33.78073,-84.38751
11234,91112109,2009-04-21,2009-04-21,1830,2009-04-21,2320.0,510.0,,,PIEDMONT AVE NE / JOHN WESLEY DOBBS AVE NE,Morning Watch,18,LARCENY-FROM VEHICLE,2305,Downtown,M,33.7571,-84.38223
11235,91110129,2009-04-21,2009-04-21,0145,2009-04-21,146.0,301.0,,,1217 METROPOLITAN PKWY SW,Morning Watch,23,LARCENY-NON VEHICLE,2303,Adair Park,V,33.72174,-84.40838999999998
11236,91110377,2009-04-21,2009-04-21,0740,2009-04-21,745.0,401.0,,,895 RALPH D ABERNATHY BLVD SW,Day Watch,24,LARCENY-NON VEHICLE,2303,West End,T,33.7398,-84.41750999999998
11237,91110767,2009-04-21,2009-04-21,1120,2009-04-21,1200.0,204.0,,,1801 HOWELL MILL RD,Day Watch,24,LARCENY-NON VEHICLE,2303,Berkeley Park,D,33.80448,-84.41348
11238,91110856,2009-04-21,2009-04-21,1214,2009-04-21,1230.0,210.0,,,3393 PEACHTREE RD NE @LENOX MALL,Day Watch,8,LARCENY-NON VEHICLE,2303,Lenox,B,33.84676,-84.36212
11239,91110977,2009-04-21,2009-04-21,0800,2009-04-21,1330.0,512.0,,,199 MITCHELL ST SW,Day Watch,24,LARCENY-NON VEHICLE,2303,Downtown,M,33.75181,-84.39404
11240,91111015,2009-04-21,2009-04-21,1320,2009-04-21,1400.0,204.0,,,1801 HOWELL MILL RD NW,Day Watch,24,LARCENY-NON VEHICLE,2303,Berkeley Park,D,33.80388,-84.41278
11241,91111032,2009-04-21,2009-04-21,1330,2009-04-21,1515.0,501.0,,,1371 MARKET ST NW,Evening Watch,8,LARCENY-NON VEHICLE,2303,Atlantic Station,E,33.7921,-84.39466
11242,91111306,2009-04-21,2009-04-21,1545,2009-04-21,1550.0,509.0,,,215 PEACHTREE ST NE,Evening Watch,21,LARCENY-NON VEHICLE,2303,Downtown,M,33.75992,-84.38715
11243,91111639,2009-04-21,2009-04-21,1830,2009-04-21,1845.0,511.0,,,62 PEACHTREE STREET,Evening Watch,8,LARCENY-NON VEHICLE,2303,Downtown,M,33.7527,-84.39126
11244,91111740,2009-04-21,2009-04-21,1911,2009-04-21,1940.0,208.0,,,3500 PEACHTREE RD NE,Evening Watch,8,LARCENY-NON VEHICLE,2303,North Buckhead,B,33.85302,-84.36278
11245,91111852,2009-04-21,2009-04-21,2000,2009-04-21,2015.0,210.0,,,3393 PEACHTREE RD NE,Evening Watch,8,LARCENY-NON VEHICLE,2303,Lenox,B,33.84676,-84.36212
11246,91111986,2009-04-21,2009-04-21,2145,2009-04-21,2200.0,603.0,,,595 PIEDMONT,Evening Watch,12,LARCENY-NON VEHICLE,2303,Old Fourth Ward,M,33.77067,-84.38022999999998
11247,91110229,2009-04-21,2009-04-21,0406,2009-04-21,406.0,610.0,,,1675 MEMORIAL DR SE,Morning Watch,23,BURGLARY-NONRES,2203A,Kirkwood,O,33.74716,-84.33285999999998
11248,91110383,2009-04-21,2009-04-17,1900,2009-04-20,700.0,409.0,,,2326 VENETIAN DR SW,Day Watch,35,BURGLARY-NONRES,2203A,Adams Park,R,33.71716,-84.46541
11249,91110370,2009-04-21,2009-04-20,1900,2009-04-21,730.0,504.0,,2603,400 W PEACHTREE ST NW,Day Watch,18,LARCENY-FROM VEHICLE,2304,Downtown,M,33.76614,-84.3876
11250,91110452,2009-04-21,2009-04-20,1900,2009-04-21,730.0,206.0,,301,250 PHARR RD NE,Day Watch,18,LARCENY-FROM VEHICLE,2304,Buckhead Village,B,33.83715,-84.37923
11251,91110541,2009-04-21,2009-04-20,2100,2009-04-21,900.0,605.0,,,520 BOULEVARD SE,Day Watch,18,LARCENY-FROM VEHICLE,2304,Grant Park,W,33.7407,-84.36763999999998
11252,91110884,2009-04-21,2009-04-20,2000,2009-04-21,1215.0,410.0,N,27,1935 ALISON CT SW,Evening Watch,26,LARCENY-FROM VEHICLE,2304,Fort Valley,R,33.70055,-84.45149
11253,91110889,2009-04-21,2009-04-21,1201,2009-04-21,1230.0,105.0,,,175 BURBANK DR NW,Day Watch,13,LARCENY-FROM VEHICLE,2304,Hunter Hills,K,33.7599,-84.42901999999998
11254,91111110,2009-04-21,2009-04-21,0030,2009-04-21,1030.0,211.0,,1300,2591 PIEDMONT RD NE,Evening Watch,18,LARCENY-FROM VEHICLE,2304,Lindbergh/Morosgo,B,33.82543,-84.36705999999998
11255,91111507,2009-04-21,2009-04-21,1430,2009-04-21,1510.0,608.0,,,467 MORELAND AVE NE,Evening Watch,24,LARCENY-FROM VEHICLE,2304,Candler Park,N,33.76693,-84.34859
11256,91111586,2009-04-21,2009-04-21,0745,2009-04-21,1230.0,104.0,,,45 WHITEHOUSE DR SW,Evening Watch,13,LARCENY-FROM VEHICLE,2304,Ashview Heights,T,33.75382,-84.42109
11257,91110030,2009-04-21,2009-04-20,0830,2009-04-20,2300.0,106.0,A,,1096 HERNDON ST NW,Morning Watch,20,LARCENY-NON VEHICLE,2308,Knight Park/Howell Station,K,33.784,-84.4231
11258,91110869,2009-04-21,2009-04-21,1212,2009-04-21,1240.0,512.0,,,275 PRYOR ST SW,Day Watch,20,LARCENY-NON VEHICLE,2308,Downtown,M,33.74747,-84.39414999999998
11259,91111055,2009-04-21,2009-04-21,1200,2009-04-21,1300.0,509.0,,,265 PEACHTREE ST NE,Day Watch,21,LARCENY-NON VEHICLE,2308,Downtown,M,33.76152,-84.38671999999998
11260,91111099,2009-04-21,2009-01-22,1120,2009-04-20,1726.0,210.0,,,3393 PEACHTREE RD NE,Day Watch,5,LARCENY-NON VEHICLE,2308,Lenox,B,33.84676,-84.36212
11261,91111118,2009-04-21,2009-04-21,1400,2009-04-21,1415.0,306.0,,,1026 BURNS DR SW,Evening Watch,13,LARCENY-NON VEHICLE,2308,Sylvan Hills,X,33.71161,-84.4218
11262,91111148,2009-04-21,2009-04-20,1300,2009-04-20,1400.0,208.0,,510,3423 PIEDMONT RD NE,Day Watch,5,LARCENY-NON VEHICLE,2308,North Buckhead,B,33.84791,-84.37336
11263,91111212,2009-04-21,2009-04-21,1400,2009-04-21,1500.0,509.0,,,550 PEACHTREE,Evening Watch,9,LARCENY-NON VEHICLE,2308,Downtown,M,33.76929,-84.38554
11264,91111316,2009-04-21,2009-04-21,1515,2009-04-21,1557.0,306.0,,,2893 LAKEWOOD AVE SW,Evening Watch,30,LARCENY-NON VEHICLE,2308,Sylvan Hills,X,33.6976,-84.41162
11265,91111321,2009-04-21,2009-04-15,1200,2009-04-21,1600.0,603.0,,,747 RALPH MCGILL BLVD NE,Evening Watch,26,LARCENY-NON VEHICLE,2308,Old Fourth Ward,M,33.76685,-84.36242
11266,91111374,2009-04-21,2009-04-21,1600,2009-04-21,1615.0,106.0,,A,1096 HERNDON ST NW,Evening Watch,26,LARCENY-NON VEHICLE,2308,Knight Park/Howell Station,K,33.78401,-84.42297
11267,91111615,2009-04-21,2008-12-07,0800,2009-03-07,800.0,603.0,,,646 EAST AVE NE,Evening Watch,20,LARCENY-NON VEHICLE,2399,Old Fourth Ward,M,33.76337,-84.36614
11268,91111643,2009-04-21,2009-04-21,1816,2009-04-21,1831.0,306.0,,,927 BYRON DR SW,Evening Watch,20,LARCENY-NON VEHICLE,2399,Sylvan Hills,X,33.71294,-84.41862
11269,91111814,2009-04-21,2009-04-21,0800,2009-04-21,1730.0,303.0,,,767 PRYOR ST SW,Evening Watch,20,LARCENY-NON VEHICLE,2399,Mechanicsville,V,33.73385,-84.39471
11270,91110586,2009-04-21,2009-04-20,2000,2009-04-21,954.0,102.0,,1109,812 MAGNOLIA WAY NW,Day Watch,18,AUTO THEFT,2404,Vine City,L,33.75805,-84.41415999999998
11271,91111145,2009-04-21,2009-04-21,1415,2009-04-21,1435.0,406.0,,,I-285 NB EXPY NW / SR 166,Evening Watch,13,AUTO THEFT,2404,,I,33.75352,-84.49536
11272,91111537,2009-04-21,2009-04-20,2230,2009-04-21,1345.0,302.0,,,529 ROCKWELL ST SW,Evening Watch,20,AUTO THEFT,2404,Pittsburgh,V,33.73211,-84.40501
11273,91111739,2009-04-21,2009-01-21,1700,2009-01-21,1900.0,306.0,,,1960 RAMBLING DR,Evening Watch,20,AUTO THEFT,2404,Sylvan Hills,X,33.70142,-84.40545
11274,91112055,2009-04-21,2009-04-05,2200,2009-04-12,2200.0,313.0,,,I-285 WB @ JONESBORO ROAD,Morning Watch,13,AUTO THEFT,2404,South River Gardens,Z,33.65221,-84.36709999999998
11275,91110253,2009-04-21,2009-04-21,0250,2009-04-21,255.0,310.0,,,2380 JERNIGAN PL SE,Morning Watch,20,AUTO THEFT,2424,Lakewood,Z,33.69126,-84.37018
11276,91110272,2009-04-21,2009-04-20,1830,2009-04-21,540.0,113.0,,,1420 NORTHWEST DR NW,Morning Watch,18,AUTO THEFT,2424,Monroe Heights,G,33.79448,-84.48458999999998
11277,91110515,2009-04-21,2009-04-08,1530,2009-04-15,1700.0,309.0,,,2244 METROPOLITAN PKWY SW,Day Watch,18,AUTO THEFT,2424,Perkerson,X,33.6929,-84.4067
11278,91110547,2009-04-21,2009-04-21,0845,2009-04-21,930.0,106.0,,,901 RICE ST NW,Day Watch,18,AUTO THEFT,2424,Knight Park/Howell Station,K,33.77823,-84.42579
11279,91110671,2009-04-21,2009-04-17,2359,2009-04-21,830.0,113.0,,,3181 DONALD LEE HOLLOWELL PKWY NW,Day Watch,18,AUTO THEFT,2424,Brookview Heights,G,33.78619,-84.49113
11280,91110893,2009-04-21,2009-04-18,1700,2009-04-18,2100.0,310.0,,,41 CLEVELAND AVE SW,Day Watch,99,AUTO THEFT,2424,Browns Mill Park,Z,33.68119,-84.39046
11281,91111024,2009-04-21,2009-04-21,1330,2009-04-21,1330.0,603.0,,,660 BOULEVARD AVE,Day Watch,13,ROBBERY-PEDESTRIAN,1206,Old Fourth Ward,M,33.77284,-84.37135999999998
11282,91110001,2009-04-21,2009-04-20,2355,2009-04-21,1.0,604.0,,,333 AUBURN AVE NE;,Morning Watch,18,AGG ASSAULT,1314,Sweet Auburn,M,33.75525,-84.37689
11283,91110222,2009-04-21,2009-04-21,0000,2009-04-21,351.0,111.0,,,3235 MARTIN L KING JR DR SW,Morning Watch,13,AGG ASSAULT,1314,Adamsville,H,33.75403,-84.49633
11284,91111039,2009-04-21,2009-04-21,1337,2009-04-21,1400.0,411.0,APT,A-4,3000 CONTINENTAL COLONY PKWY SW,Day Watch,26,AGG ASSAULT,1314,Greenbriar,R,33.68077,-84.4937
11285,91111119,2009-04-21,2009-04-21,1422,2009-04-21,1430.0,613.0,,,1079 WOODLAND AVE NE,Day Watch,18,AGG ASSAULT,1314,Lindridge/Martin Manor,F,33.81352,-84.35232999999998
11286,91110791,2009-04-21,2009-04-21,1125,2009-04-21,1145.0,306.0,,,1150 ASTOR AVE SW,Day Watch,20,ROBBERY-PEDESTRIAN,1204,Sylvan Hills,X,33.70137,-84.42677999999998
11287,91111773,2009-04-21,2009-04-21,1925,2009-04-21,1926.0,112.0,,,1097 HARWELL RD NW @BLUE FLAME,Evening Watch,13,ROBBERY-PEDESTRIAN,1204,Collier Heights,I,33.7852,-84.4911
11288,91110121,2009-04-21,2009-04-21,0100,2009-04-21,145.0,503.0,,7,205 12TH ST NE,Morning Watch,18,AGG ASSAULT,1399,Midtown,E,33.7842,-84.38070999999998
11289,91111904,2009-04-21,2009-04-21,2030,2009-04-21,2040.0,605.0,,,329 HILL ST SE,Evening Watch,13,AGG ASSAULT,1315K,Grant Park,W,33.74575,-84.37963999999998
11290,91110702,2009-04-21,2009-04-21,0900,2009-04-21,1000.0,505.0,,,477 PEACHTREE ST NE,Day Watch,13,AGG ASSAULT,1315,Midtown,E,33.77454,-84.38389999999998
11291,91110154,2009-04-21,2009-04-21,0205,2009-04-21,215.0,104.0,,,1514 MOZLEY PL SW,Morning Watch,20,BURGLARY-RESIDENCE,2202,Mozley Park,K,33.75096,-84.43696
11292,91110273,2009-04-21,2009-04-20,2000,2009-04-21,530.0,311.0,,,2545 FORREST HILLS DR SW,Morning Watch,8,BURGLARY-RESIDENCE,2202,Hammond Park,X,33.68028,-84.3999
11293,91110309,2009-04-21,2009-04-19,0900,2009-04-21,600.0,302.0,,,970 HUBBARD ST SW,Day Watch,20,BURGLARY-RESIDENCE,2202,Pittsburgh,V,33.72846,-84.40223
