,Report Number,Report Date,Occur Date,Occur Time,Possible Date,Possible Time,Beat,Apartment Office Prefix,Apartment Number,Location,Shift Occurence,Location Type,UCR Literal,IBR Code,Neighborhood,NPU,Latitude,Longitude
4266,90391136,2009-02-08,2009-02-08,1630,2009-02-08,1630.0,511.0,,,46 BRAOD ST,Evening Watch,13,ROBBERY-PEDESTRIAN,1206,Downtown,M,33.75285,-84.39230999999998
4267,90391544,2009-02-08,2009-02-08,2100,2009-02-08,2130.0,310.0,,,2637 OLD HAPEVILLE RD,Evening Watch,26,AUTO THEFT,2434,Browns Mill Park,Z,33.68143,-84.39669
4268,90390382,2009-02-08,2009-02-08,0503,2009-02-08,503.0,401.0,,,443 DARGAN PL SW,Morning Watch,18,AUTO THEFT,2424A,West End,T,33.74296,-84.42538
4269,90390449,2009-02-08,2009-02-07,1930,2009-02-08,730.0,110.0,,,1767 DREW DR NW,Day Watch,13,AUTO THEFT,2424,West Highlands,G,33.79013,-84.44804999999998
4270,90390514,2009-02-08,2009-02-07,2335,2009-02-08,835.0,503.0,,,195 14TH STREET,Day Watch,18,AUTO THEFT,2424,Midtown,E,33.78568,-84.38102999999998
4271,90391009,2009-02-08,2009-02-07,2300,2009-02-08,1300.0,603.0,,,215 NORTH AVE NE,Evening Watch,18,AUTO THEFT,2424,Old Fourth Ward,M,33.77117,-84.38025
4272,90391550,2009-02-08,2009-02-06,1900,2009-02-08,2130.0,301.0,,,1382 BELMONT AVE SW,Evening Watch,20,AUTO THEFT,2424A,Capitol View,X,33.71715,-84.40961
4273,90391656,2009-02-08,2009-02-08,1945,2009-02-08,2300.0,605.0,,,357 TERRY ST SE,Evening Watch,13,AUTO THEFT,2424,Capitol Gateway,V,33.74523,-84.38482999999998
4274,90390543,2009-02-08,2009-02-08,0845,2009-02-08,855.0,113.0,B,406,2591 ETHERIDGE DR NW,Day Watch,26,AGG ASSAULT,1314,Carey Park,G,33.7881,-84.47292
4275,90390560,2009-02-08,2009-02-08,0930,2009-02-08,930.0,105.0,,,139 BURBANK,Day Watch,20,AGG ASSAULT,1314,Hunter Hills,K,33.75881,-84.42909
4276,90391217,2009-02-08,2009-02-08,1655,2009-02-08,1700.0,311.0,,,2914 SPRINGDALE RD SW,Evening Watch,20,AGG ASSAULT,1314,Hammond Park,X,33.67516,-84.41576
4277,90390068,2009-02-08,2009-02-08,0005,2009-02-08,20.0,505.0,,,717 MYRTLE ST NE,Morning Watch,13,ROBBERY-PEDESTRIAN,1204,Midtown,E,33.77414,-84.3798
4278,90390194,2009-02-08,2009-02-08,0155,2009-02-08,159.0,206.0,,,EAST PACES FERRY ROAD @ NORTH FULTON DRIVE,Morning Watch,13,ROBBERY-PEDESTRIAN,1204,Buckhead Village,B,33.8392,-84.37789999999998
4279,90390696,2009-02-08,2008-02-07,0200,2008-02-07,300.0,302.0,,,1163 WEST AVE SW,Day Watch,13,ROBBERY-PEDESTRIAN,1204,Pittsburgh,V,33.72318,-84.39597
4280,90390429,2009-02-08,2009-02-08,0630,2009-02-08,700.0,603.0,,LOBBY,585 PARKWAY DR NE,Day Watch,14,AGG ASSAULT,1399,Old Fourth Ward,M,33.77014,-84.37278
4281,90391169,2009-02-08,2009-02-08,1420,2009-02-08,1445.0,313.0,,A-8,925 CONLEY RD SE,Evening Watch,20,AGG ASSAULT,1315,South River Gardens,Z,33.64996,-84.36060999999998
4282,90390948,2009-02-08,2009-02-08,1400,2009-02-08,1530.0,308.0,,,914 REBEL FOREST DR SE;,Evening Watch,20,AGG ASSAULT,1315K,Rebel Valley Forest,Z,33.68817,-84.35961
4283,90391666,2009-02-08,2009-02-08,2330,2009-02-08,2331.0,401.0,,,RALPH D ABERNATHY BLVD SW / PEEPLES ST SW,Morning Watch,13,AGG ASSAULT,1315K,West End,T,33.73801,-84.4205
4284,90390091,2009-02-08,2009-02-08,0040,2009-02-08,47.0,304.0,,,801 MARTIN ST SE,Morning Watch,20,BURGLARY-RESIDENCE,2202,Summerhill,V,33.73271,-84.38455999999998
4285,90390728,2009-02-08,2009-02-06,0600,2009-02-07,600.0,306.0,,,1825 EVANS DR SW,Day Watch,20,BURGLARY-RESIDENCE,2202,Sylvan Hills,X,33.70481,-84.42273
4286,90390833,2009-02-08,2009-02-06,1500,2009-02-08,700.0,306.0,,,1712 EVANS DR SW,Day Watch,20,BURGLARY-RESIDENCE,2202,Sylvan Hills,X,33.70832,-84.42349
4287,90391128,2009-02-08,2009-02-08,0900,2009-02-08,1300.0,106.0,,64,1247 JOSEPH E BOONE BLVD NW,Evening Watch,26,BURGLARY-RESIDENCE,2202,Bankhead,K,33.76361,-84.42842
4288,90391297,2009-02-08,2009-02-08,1200,2009-02-08,1805.0,404.0,,,368 ENOTA PL SW,Evening Watch,20,BURGLARY-RESIDENCE,2202,Westview,T,33.74515,-84.43367
4289,90391469,2009-02-08,2009-02-08,2030,2009-02-08,2100.0,607.0,,,1449 WOODLAND AVE SE;,Evening Watch,20,BURGLARY-RESIDENCE,2202,Custer/McDonough/Guice,W,33.71501,-84.35357
4290,90391574,2009-02-08,2009-02-06,0900,2009-02-08,2202.0,403.0,,,1545 PINE VIEW DR  SW,Evening Watch,20,BURGLARY-RESIDENCE,2202,Cascade Avenue/Road,S,33.72897,-84.43831
4291,90391592,2009-02-08,2009-02-08,0500,2009-02-08,1800.0,603.0,,205,468 BOULEVARD NE,Morning Watch,26,BURGLARY-RESIDENCE,2204,Old Fourth Ward,M,33.76721,-84.37233999999998
4292,90390788,2009-02-08,2009-02-08,1220,2009-02-08,1235.0,410.0,APT,D303,1994 BENT CREEK WAY SW,Day Watch,26,BURGLARY-RESIDENCE,2202A,Campbellton Road,R,33.7011,-84.46630999999998
4293,90390365,2009-02-08,2009-02-08,0433,2009-02-08,451.0,212.0,,,415 ARMOUR DR NE,Morning Watch,5,BURGLARY-NONRES,2203,,F,33.81267,-84.37412
4294,90391642,2009-02-08,2009-02-08,2304,2009-02-08,2310.0,413.0,,,4520 CAMPBELLTON RD SW,Morning Watch,17,BURGLARY-NONRES,2203,Arlington Estates,P,33.69547,-84.53563
4295,90400309,2009-02-09,2009-02-06,1800,2009-02-09,630.0,207.0,,,1575 NORTHSIDE DR NW,Day Watch,5,BURGLARY-NONRES,2203,Loring Heights,E,33.80024,-84.40339
4296,90400331,2009-02-09,2009-02-08,1245,2009-02-09,700.0,209.0,,D-7,3872 ROSWELL RD NE,Evening Watch,24,BURGLARY-NONRES,2203,East Chastain Park,B,33.86019,-84.38066
4297,90400336,2009-02-09,2009-02-09,0330,2009-02-09,600.0,104.0,,,1625 MARTIN L KING JR DR NW,Day Watch,11,BURGLARY-NONRES,2203,Mozley Park,K,33.75197,-84.44061
4298,90400558,2009-02-09,2009-02-09,0100,2009-02-09,930.0,105.0,,,90 BURBANK DR NW,Day Watch,20,BURGLARY-RESIDENCE,2202A,Hunter Hills,K,33.75754,-84.42957
4299,90401022,2009-02-09,2009-02-09,1413,2009-02-09,1413.0,403.0,,,1316 AVON AVE SW,Unknown,20,BURGLARY-RESIDENCE,2202A,Venetian Hills,S,33.72209,-84.43107
4300,90401357,2009-02-09,2009-02-09,0800,2009-02-09,1600.0,609.0,,12-C,1572 HARDEE ST NE,Evening Watch,26,BURGLARY-RESIDENCE,2202A,Edgewood,O,33.75546,-84.33643999999998
4301,90401558,2009-02-09,2009-02-09,1200,2009-02-09,1800.0,210.0,,858,925 CANTERBURY RD NE,Evening Watch,26,BURGLARY-RESIDENCE,2202A,Pine Hills,B,33.8278,-84.3563
4302,90400513,2009-02-09,2009-02-08,2325,2009-02-08,2345.0,501.0,,,1005 HEMPHILL AVE NW,Morning Watch,21,BURGLARY-NONRES,2203,Home Park,E,33.7822,-84.40438
4303,90400387,2009-02-09,2009-02-06,1600,2009-02-09,700.0,601.0,,820,1050 PONCE DE LEON AVE NE,Morning Watch,26,BURGLARY-RESIDENCE,2202,Virginia Highland,F,33.77392,-84.35295999999998
4304,90400440,2009-02-09,2009-02-09,0630,2009-02-09,830.0,407.0,,,3706 ADAMSVILLE DR SW,Day Watch,20,BURGLARY-RESIDENCE,2202,Adamsville,H,33.76142,-84.50883
4305,90400739,2009-02-09,2009-02-09,0900,2009-02-09,1118.0,403.0,,,1449 ALMONT DR SW,Day Watch,20,BURGLARY-RESIDENCE,2202,Oakland City,S,33.72621,-84.43532
4306,90400850,2009-02-09,2009-02-08,2000,2009-02-09,1200.0,305.0,,A,1285 PARK AVE SE,Day Watch,26,BURGLARY-RESIDENCE,2202,Chosewood Park,Y,33.71969,-84.37108999999998
4307,90400944,2009-02-09,2009-02-09,1300,2009-02-09,1315.0,602.0,,,418 SINCLAIR AVE NE,Day Watch,20,BURGLARY-RESIDENCE,2202,Inman Park,N,33.76584,-84.35281999999998
4308,90401010,2009-02-09,2008-04-06,1400,2009-02-09,1350.0,506.0,,,840 FOX ST NW,Day Watch,20,BURGLARY-RESIDENCE,2202,English Avenue,L,33.77201,-84.41487999999998
4309,90401173,2009-02-09,2009-02-09,0800,2009-02-09,1515.0,302.0,,1208,765 MCDANIEL ST SW,Evening Watch,26,BURGLARY-RESIDENCE,2202,Pittsburgh,V,33.73396,-84.40177
4310,90401335,2009-02-09,2009-02-09,0900,2009-02-09,1630.0,408.0,,,1687 CAMPBELLTON RD SW,Day Watch,20,BURGLARY-RESIDENCE,2202,Venetian Hills,S,33.712,-84.44253
4311,90401529,2009-02-09,2009-02-09,1330,2009-02-09,1745.0,411.0,,413,2975 CONTINENTAL COLONY PKWY SW,Evening Watch,26,BURGLARY-RESIDENCE,2202,Greenbriar,R,33.68087,-84.49392
4312,90401859,2009-02-09,2009-02-09,1930,2009-02-09,2030.0,403.0,,,1452 BLUEFIELD DR SW,Evening Watch,20,BURGLARY-RESIDENCE,2202,Oakland City,S,33.72492,-84.4354
4313,90401862,2009-02-09,2009-02-09,2034,2009-02-09,2040.0,304.0,,,687 GRANT TER SE,Evening Watch,20,BURGLARY-RESIDENCE,2202,Summerhill,V,33.73585,-84.38007
4314,90401951,2009-02-09,2009-02-09,1000,2009-02-09,2140.0,411.0,,407,2975 CONTINENTAL COLONY PKWY SW,Evening Watch,26,BURGLARY-RESIDENCE,2202,Greenbriar,R,33.68087,-84.49392
4315,90400710,2009-02-09,2009-02-09,1100,2009-02-09,1108.0,604.0,,A-9,15 HILLIARD ST SE,Day Watch,14,AGG ASSAULT,1315K,Sweet Auburn,M,33.754,-84.37671
4316,90400229,2009-02-09,2009-02-09,0400,2009-02-09,410.0,114.0,,,BOLTON RD NW / DONALD LEE HOLLOWELL PKWY NW,Morning Watch,13,AGG ASSAULT,1315,Bankhead/Bolton,H,33.78781,-84.49441
4317,90400367,2009-02-09,2009-02-09,0730,2009-02-09,740.0,102.0,,,164 VINE ST NW,Day Watch,20,AGG ASSAULT,1315,Vine City,L,33.7591,-84.40795
4318,90391630,2009-02-09,2009-02-08,2220,2009-02-08,2305.0,506.0,,,733B GRIFFIN ST,Morning Watch,3,AGG ASSAULT,1399,English Avenue,L,33.77006,-84.41118
4319,90401571,2009-02-09,2009-02-09,1800,2009-02-09,1830.0,301.0,APT,2,942 MAYLAND AVE SW,Evening Watch,20,AGG ASSAULT,1399,Adair Park,V,33.72891,-84.41117
4320,90401710,2009-02-09,2009-02-09,1913,2009-02-09,1913.0,607.0,,,1127 GLENWOOD AVE SE,Evening Watch,13,AGG ASSAULT,1314,Ormewood Park,W,33.74019,-84.35028
4321,90400177,2009-02-09,2009-02-09,0230,2009-02-09,245.0,504.0,,,105 PINE ST NW,Morning Watch,26,ROBBERY-RESIDENCE,1207,Downtown,M,33.76778,-84.39095
4322,90400302,2009-02-09,2009-02-09,0625,2009-02-09,630.0,207.0,,,2061 PEACHTREE RD NE,Morning Watch,21,ROBBERY-COMMERCIAL,1201,,E,33.81108,-84.39163999999998
4323,90401924,2009-02-09,2009-02-09,2119,2009-02-09,2120.0,206.0,,120,375 PHARR RD NE,Evening Watch,99,ROBBERY-COMMERCIAL,1201,Garden Hills,B,33.83692,-84.37524
4324,90400383,2009-02-09,2009-02-08,2000,2009-02-09,200.0,301.0,,,1454 EVERHART ST SW,Day Watch,20,AUTO THEFT,2424A,Capitol View,X,33.71516,-84.41383
4325,90400527,2009-02-09,2009-02-08,2200,2009-02-08,2300.0,301.0,,,1385 FAIRBANKS ST SW,Day Watch,20,AUTO THEFT,2424,Capitol View,X,33.71703,-84.41531
4326,90400593,2009-02-09,2009-02-08,2130,2009-02-09,130.0,506.0,,,751 NORTH AVE NW,Day Watch,13,AUTO THEFT,2424,English Avenue,L,33.77025,-84.41196999999998
4327,90400614,2009-02-09,2009-02-08,2030,2009-02-09,1015.0,107.0,,,1980 DONALD LEE HOLLOWELL,Unknown,99,AUTO THEFT,2424,Grove Park,J,33.77593,-84.44938
4328,90401012,2009-02-09,2009-01-01,1200,2009-02-02,1200.0,612.0,,,1286 METROPOLITAN AVE SE,Day Watch,20,AUTO THEFT,2424,East Atlanta,W,33.74261,-84.34565999999998
4329,90401559,2009-02-09,2009-02-07,1930,2009-02-08,200.0,102.0,,,60 PASCHEL BLVD,Evening Watch,26,AUTO THEFT,2424,Vine City,L,33.75689,-84.41453
4330,90401748,2009-02-09,2009-02-09,1930,2009-02-09,1930.0,606.0,,,1072 SEABOARD AVE NE ,Evening Watch,13,ROBBERY-PEDESTRIAN,1206,Reynoldstown,N,33.75784,-84.35173
4331,90400192,2009-02-09,2009-02-09,0320,2009-02-09,330.0,410.0,,118,1890 MYRTLE DR SW,Morning Watch,18,AUTO THEFT,2404,Campbellton Road,R,33.70405,-84.45488
4332,90400363,2009-02-09,2009-02-08,1700,2009-02-09,700.0,303.0,,,490 GLENN ST SW,Day Watch,18,AUTO THEFT,2404A,Mechanicsville,V,33.73805,-84.40262
4333,90400769,2009-02-09,2009-02-08,2030,2009-02-09,930.0,107.0,,,784 CHARLOTTE,Day Watch,20,AUTO THEFT,2404,Grove Park,J,33.77545,-84.45113999999998
4334,90400981,2009-02-09,2008-01-31,1700,2009-02-09,1300.0,604.0,,,433  HIGHLAND AVE NE,Day Watch,18,AUTO THEFT,2404,Old Fourth Ward,M,33.76139,-84.37428
4335,90401101,2009-02-09,2009-02-08,0230,2009-02-09,1420.0,604.0,,,357 EDGEWOOD AVE SE,Day Watch,18,AUTO THEFT,2404,Sweet Auburn,M,33.75417,-84.37595
4336,90401154,2009-02-09,2009-02-09,1400,2009-02-09,1415.0,610.0,,,20 WARREN ST SE,Evening Watch,99,AUTO THEFT,2404,Kirkwood,O,33.75238,-84.32615
4337,90401311,2009-02-09,2009-02-09,1300,2009-02-09,1630.0,506.0,,,740 KENNEDY ST NW,Evening Watch,18,AUTO THEFT,2404,English Avenue,L,33.76779,-84.4116
4338,90400514,2009-02-09,2009-02-09,0200,2009-02-09,900.0,102.0,,,277 SCIPLE TER NW,Day Watch,20,LARCENY-NON VEHICLE,2399,Vine City,L,33.76226,-84.41485
4339,90400671,2009-02-09,2009-02-08,2000,2009-02-09,800.0,212.0,,,2325 CHESHIRE BRIDGE ROAD NE,Day Watch,18,LARCENY-NON VEHICLE,2399,Lindridge/Martin Manor,F,33.81866,-84.34905999999998
4340,90400763,2009-02-09,2009-02-09,1000,2009-02-09,1000.0,207.0,,,PEACHTREE VALLEY RD NE / PEACHTREE RD NE,Day Watch,13,LARCENY-NON VEHICLE,2399,,E,33.81097,-84.39248999999998
4341,90400926,2009-02-09,2009-02-05,1800,2009-02-09,1400.0,301.0,,,731 PEARCE ST SW,Day Watch,20,LARCENY-NON VEHICLE,2399,Adair Park,V,33.72964,-84.4116
4342,90401397,2009-02-09,2009-02-08,1800,2009-02-09,1600.0,107.0,,,385 YONKERS AVE NW,Evening Watch,20,LARCENY-NON VEHICLE,2399,Grove Park,J,33.76597,-84.4546
4343,90401706,2009-02-09,2009-02-09,1702,2009-02-09,1800.0,310.0,,,2685 METROPOLITAN PKWY SW,Day Watch,20,LARCENY-NON VEHICLE,2399,Lakewood,Z,33.69072,-84.37619999999998
4344,90401528,2009-02-09,2009-02-09,1730,2009-02-09,1740.0,512.0,,,90 BROAD ST SW,Evening Watch,7,ROBBERY-COMMERCIAL,1202,Downtown,M,33.75204,-84.39282
4345,90400071,2009-02-09,2009-02-08,1845,2009-02-08,1905.0,106.0,,,1401 DONALD LEE HOLLOWELL PKWY NW,Morning Watch,26,LARCENY-NON VEHICLE,2308,,J,33.77315,-84.433
4346,90400985,2009-02-09,2009-02-08,1430,2009-02-09,630.0,509.0,,,265 PEACHTREE CENTER AVE NE,Morning Watch,14,LARCENY-NON VEHICLE,2308,Downtown,M,33.76158,-84.38496
4347,90401072,2009-02-09,2009-01-28,1200,2009-02-08,1200.0,613.0,,K1,1616 PIEDMONT AVE NE,Evening Watch,20,LARCENY-NON VEHICLE,2308,Piedmont Heights,F,33.79884,-84.36815
4348,90401451,2009-02-09,2009-01-22,0800,2009-01-23,900.0,510.0,,,80 JESSE HILL JR DRIVE,Day Watch,28,LARCENY-NON VEHICLE,2308,Downtown,M,33.75657,-84.38034
4349,90401629,2009-02-09,2009-02-09,1800,2009-02-09,1822.0,309.0,,,2685 METROPOLITAN PKWY SW,Evening Watch,12,LARCENY-NON VEHICLE,2308,Perkerson,X,33.68274,-84.40902
4350,90400687,2009-02-09,2009-02-07,1000,2009-02-08,1100.0,106.0,,16,1197 JOSPEPH E BOONE BLVD,Day Watch,20,LARCENY-NON VEHICLE,2317,Bankhead,K,33.7644,-84.42673999999998
4351,90401014,2009-02-09,2009-01-30,1430,2009-01-30,1430.0,508.0,,,101 MARIETTA ST NW,Day Watch,18,LARCENY-NON VEHICLE,2317,Downtown,M,33.75708,-84.39185
4352,90401692,2009-02-09,2009-02-08,2100,2009-02-09,800.0,602.0,,,88 WADDELL ST NE,Morning Watch,20,LARCENY-NON VEHICLE,2317,Inman Park,N,33.75654,-84.36351
4353,90400403,2009-02-09,2009-02-08,2000,2009-02-09,805.0,610.0,,,135 DEARBORN ST SE,Day Watch,20,LARCENY-FROM VEHICLE,2304,Kirkwood,O,33.74882,-84.32747999999998
4354,90400452,2009-02-09,2009-02-08,2000,2009-02-09,800.0,312.0,,,2739 WATERS RD SW,Day Watch,,LARCENY-FROM VEHICLE,2304,Glenrose Heights,Z,33.68003,-84.38988
4355,90400728,2009-02-09,2009-02-09,0000,2009-02-09,700.0,101.0,,2301,369 MCDANIEL ST SW,Day Watch,26,LARCENY-FROM VEHICLE,2304,The Villages at Castleberry Hill,T,33.74505,-84.40523
4356,90402108,2009-02-09,2009-02-04,1200,2009-02-09,2345.0,603.0,,,628 BOULEVARD NE,Morning Watch,18,LARCENY-FROM VEHICLE,2304,Old Fourth Ward,M,33.77201,-84.37169
4357,90400256,2009-02-09,2009-02-08,2100,2009-02-09,500.0,503.0,,,199 14TH ST NE,Morning Watch,18,LARCENY-FROM VEHICLE,2305,Midtown,E,33.7862,-84.3814
4358,90400396,2009-02-09,2009-02-08,1830,2009-02-09,730.0,605.0,,,711 ORMEWOOD AVE SE,Day Watch,20,LARCENY-FROM VEHICLE,2305,Grant Park,W,33.73348,-84.36410999999998
4359,90400474,2009-02-09,2009-02-09,0850,2009-02-09,850.0,413.0,,,3550 CAMPBELLTON RD SW,Day Watch,23,LARCENY-FROM VEHICLE,2305,,P,33.68984,-84.50490999999998
4360,90400507,2009-02-09,2009-02-08,1500,2009-02-09,1000.0,509.0,,,36 HARRIS ST NE,Day Watch,18,LARCENY-FROM VEHICLE,2305,Downtown,M,33.76074,-84.38561
4361,90400575,2009-02-09,2009-02-09,0100,2009-02-09,950.0,605.0,,,703 ORMEWOOD AVE SE,Day Watch,13,LARCENY-FROM VEHICLE,2305,Grant Park,W,33.73348,-84.3644
4362,90400584,2009-02-09,2009-02-09,0957,2009-02-09,957.0,207.0,,,80 PEACHTREE PARK DR NE,Day Watch,18,LARCENY-FROM VEHICLE,2305,,E,33.81273,-84.38948
4363,90400823,2009-02-09,2009-02-09,0255,2009-02-09,300.0,103.0,,,1195 MENLO DR NW,Day Watch,18,LARCENY-FROM VEHICLE,2305,Blandtown,D,33.7881,-84.42371
4364,90400909,2009-02-09,2009-02-09,1330,2009-02-09,1350.0,312.0,,3,140 MOUNT ZION RD SE,Day Watch,20,LARCENY-FROM VEHICLE,2305,Glenrose Heights,Z,33.67287,-84.38482999999998
4365,90400938,2009-02-09,2009-02-06,1600,2009-02-09,915.0,106.0,,,996 HERNDON ST NW,Day Watch,20,LARCENY-FROM VEHICLE,2305,Knight Park/Howell Station,K,33.78214,-84.423
4366,90400947,2009-02-09,2009-02-08,1700,2009-02-09,1300.0,602.0,,,EUCLID AVE NE / WASHITA AVE NE,Day Watch,13,LARCENY-FROM VEHICLE,2305,Inman Park,N,33.76311,-84.35218
4367,90400984,2009-02-09,2009-02-09,1330,2009-02-09,1345.0,603.0,,,724 EAST AVE,Day Watch,13,LARCENY-FROM VEHICLE,2305,Old Fourth Ward,M,33.76333,-84.36354
4368,90401123,2009-02-09,2009-02-09,1400,2009-02-09,1500.0,204.0,,,1801 HOWELL MILL RD NW,Evening Watch,18,LARCENY-FROM VEHICLE,2305,Berkeley Park,D,33.80388,-84.41278
4369,90401372,2009-02-09,2009-02-09,1230,2009-02-09,1640.0,410.0,,,2220 CAMPBELLTON RD SW,Evening Watch,18,LARCENY-FROM VEHICLE,2305,Campbellton Road,R,33.7044,-84.46143999999998
4370,90401383,2009-02-09,2009-02-09,1500,2009-02-09,1800.0,101.0,,,122 LAWSHE  ST,Evening Watch,35,LARCENY-FROM VEHICLE,2305,Atlanta University Center,T,33.75138,-84.41119999999998
4371,90401433,2009-02-09,2009-02-09,0800,2009-02-09,1700.0,512.0,,,TRINITY AVE SW / BROAD ST SW,Evening Watch,18,LARCENY-FROM VEHICLE,2305,Downtown,M,33.7502,-84.39454
4372,90401441,2009-02-09,2009-02-09,1700,2009-02-09,1715.0,613.0,,,1700 MONROE DR NE,Evening Watch,12,LARCENY-FROM VEHICLE,2305,Piedmont Heights,F,33.80052,-84.37307
4373,90401512,2009-02-09,2009-02-09,1700,2009-02-09,1730.0,206.0,,101,360 PHARR RD NE,Evening Watch,18,LARCENY-FROM VEHICLE,2305,Buckhead Village,B,33.8371,-84.37587999999998
4374,90401544,2009-02-09,2009-02-08,2000,2009-02-09,800.0,508.0,,,89 LUCKIE ST NW,Evening Watch,18,LARCENY-FROM VEHICLE,2305,Downtown,M,33.75738,-84.3893
4375,90401598,2009-02-09,2009-02-06,1700,2009-02-09,800.0,601.0,,,609 VIRGINIA AVE NE,Evening Watch,13,LARCENY-FROM VEHICLE,2305,Virginia Highland,F,33.78033,-84.36668
4376,90401658,2009-02-09,2009-02-09,1045,2009-02-09,1900.0,511.0,,,15 WALL ST SE,Evening Watch,18,LARCENY-FROM VEHICLE,2305,Downtown,M,33.75359,-84.38986
4377,90401749,2009-02-09,2009-02-09,1930,2009-02-09,1940.0,209.0,,,4285 ROSWELL RD NE,Evening Watch,18,LARCENY-FROM VEHICLE,2305,North Buckhead,B,33.87204,-84.38042
4378,90401761,2009-02-09,2009-02-09,1850,2009-02-09,1851.0,208.0,,,3398 PIEDMONT RD NE,Evening Watch,14,LARCENY-FROM VEHICLE,2305,Buckhead Forest,B,33.84712,-84.37385
4379,90401793,2009-02-09,2009-02-09,1900,2009-02-09,1930.0,401.0,,,517 PEEPLES ST SW,Evening Watch,13,LARCENY-FROM VEHICLE,2305,West End,T,33.74086,-84.42084
4380,90401916,2009-02-09,2009-01-24,1200,2009-01-24,1300.0,205.0,,,574 COLLIER RD NW,Unknown,20,LARCENY-FROM VEHICLE,2305,Collier Hills,C,33.81021,-84.40676999999998
4381,90401929,2009-02-09,2009-02-09,1900,2009-02-09,2100.0,614.0,,,931 MONROE DR NE,Evening Watch,18,LARCENY-FROM VEHICLE,2305,Midtown,E,33.77973,-84.36759999999998
4382,90401955,2009-02-09,2009-02-09,1800,2009-02-09,2145.0,209.0,,,50 OLD IVY RD NE,Evening Watch,18,LARCENY-FROM VEHICLE,2305,North Buckhead,B,33.85469,-84.38105
4383,90401959,2009-02-09,2009-02-09,1830,2009-02-09,2150.0,603.0,,,695 NORTH AVE NE,Evening Watch,18,LARCENY-FROM VEHICLE,2305,Old Fourth Ward,M,33.77073,-84.3645
4384,90401980,2009-02-09,2009-02-09,2120,2009-02-09,2145.0,501.0,,,990 STATE ST NW,Morning Watch,21,LARCENY-FROM VEHICLE,2305,Home Park,E,33.78172,-84.39923
4385,90401988,2009-02-09,2009-02-09,2030,2009-02-09,2150.0,502.0,,,18 15TH ST NE,Morning Watch,13,LARCENY-FROM VEHICLE,2305,Midtown,E,33.78864,-84.38715999999998
4386,90402001,2009-02-09,2009-02-09,2000,2009-02-09,2300.0,503.0,,,175 11TH ST NE,Evening Watch,13,LARCENY-FROM VEHICLE,2305,Midtown,E,33.78289,-84.38153
4387,90402008,2009-02-09,2009-02-09,2030,2009-02-09,2130.0,208.0,,,3334 PEACHTREE RD NE,Evening Watch,18,LARCENY-FROM VEHICLE,2305,North Buckhead,B,33.84911,-84.37075
4388,90400839,2009-02-09,2009-02-08,2100,2009-02-08,2100.0,113.0,,,2894 WILKES CIR @ YATES DR,Evening Watch,26,LARCENY-NON VEHICLE,2301,Brookview Heights,G,33.78231,-84.48265999999998
4389,90400186,2009-02-09,2009-02-09,0355,2009-02-09,440.0,402.0,,,590 CASCADE RD,Morning Watch,12,LARCENY-NON VEHICLE,2303,West End,T,33.73812,-84.43276
4390,90400410,2009-02-09,2009-02-09,1335,2009-02-09,1335.0,211.0,,,2525 PIEDMONT RD NE,Day Watch,8,LARCENY-NON VEHICLE,2303,Lindbergh/Morosgo,B,33.824,-84.36521
4391,90400585,2009-02-09,2009-02-09,0945,2009-02-09,945.0,511.0,,,12 BROAD ST SW,Day Watch,13,LARCENY-NON VEHICLE,2303,Downtown,M,33.7532,-84.39201
4392,90400833,2009-02-09,2009-02-09,1100,2009-02-09,1215.0,210.0,,,3393 PEACHTREE RD NE,Day Watch,8,LARCENY-NON VEHICLE,2303,Lenox,B,33.84676,-84.36212
4393,90400882,2009-02-09,2009-02-09,1222,2009-02-09,1222.0,208.0,,,3232 PEACHTREE RD NE,Day Watch,8,LARCENY-NON VEHICLE,2303,Buckhead Forest,B,33.84413,-84.37408999999998
4394,90400908,2009-02-09,2009-02-09,1245,2009-02-09,1300.0,609.0,,,1275 CAROLINE ST NE,Day Watch,8,LARCENY-NON VEHICLE,2303,Edgewood,O,33.75674,-84.34619
4395,90400980,2009-02-09,2009-02-09,1335,2009-02-09,1335.0,211.0,,,2525 PIEDMONT RD,Day Watch,8,LARCENY-NON VEHICLE,2303,Lindbergh/Morosgo,B,33.824,-84.36521
4396,90401118,2009-02-09,2009-02-09,1452,2009-02-09,1530.0,204.0,,100,1801 HOWELL MILL RD NW,Evening Watch,8,LARCENY-NON VEHICLE,2303,Berkeley Park,D,33.80448,-84.41348
4397,90401164,2009-02-09,2009-02-09,1420,2009-02-09,1445.0,211.0,,,2625 PIEDMONT RD NE,Evening Watch,8,LARCENY-NON VEHICLE,2303,Lindbergh/Morosgo,B,33.82742,-84.36531999999998
4398,90401167,2009-02-09,2009-02-09,1515,2009-02-09,1520.0,401.0,,,895 RALPH D ABERNATHY BLVD SW,Evening Watch,24,LARCENY-NON VEHICLE,2303,West End,T,33.7398,-84.41750999999998
4399,90401275,2009-02-09,2009-02-09,1610,2009-02-09,1650.0,511.0,,,77 PEACHTREE STREET,Evening Watch,8,LARCENY-NON VEHICLE,2303,Downtown,M,33.75268,-84.39195999999998
4400,90401283,2009-02-09,2009-02-09,1610,2009-02-09,1620.0,309.0,,,2685 METROPOLITAN PKWY SW,Evening Watch,12,LARCENY-NON VEHICLE,2303,Perkerson,X,33.68274,-84.40902
